Campaign_number:;Profile_count:;Profile:;date:;Latitude_S_(digital):;Longitude_E_(digital):;Distance_to_GEF_(m):;Rope_length_(m):;Max_depth_(m):;TOB_name_in_Database:;Purpose_of_sampling:;pH_Calibration_(7):;pH_Calibration_(9):;pH_Calibration_(4):
30;535;6;91208;-1.730417;29.244867;292;160;157.78;TC081409_6.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
30;536;7;91208;-1.7298;29.244183;305;160;153.74;TC081409_7.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
30;537;8;91208;-1.729442;29.243317;308;160;154.91;TC081409_8.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
30;538;10;91208;-1.729542;29.242475;298;160;155.16;TC081409_10.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
30;539;12;91208;-1.729683;29.241575;311;160;154.46;TC081409_12.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
30;540;13;91208;-1.73025;29.240842;310;160;157.2;TC081409_13.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
30;541;14;91208;-1.731008;29.240433;297;160;154.38;TC081409_14.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
30;542;15;91208;-1.731817;29.240275;290;160;152.89;TC081409_15.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
30;543;16;91208;-1.732708;29.240208;300;160;153.88;TC081409_16.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
30;544;17;91208;-1.73355;29.240525;302;160;155.92;TC081409_17.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
30;545;18;91208;-1.734242;29.241133;298;160;152.04;TC081409_18.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
30;546;19;91208;-1.734733;29.242175;295;160;152.04;TC081409_19.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
30;547;20;91208;-1.734842;29.243267;301;160;157.34;TC081409_20.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
30;548;21;91208;-1.734483;29.244158;296;160;156.49;TC081409_21.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
30;549;22;91208;-1.733625;29.245092;300;160;156.76;TC081409_22.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
30;550;23;91208;-1.732517;29.245592;309;350;345.54;TC081409_23.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
30;551;24;91208;-1.732267;29.242683;0;0;-0.09;TC081409_24.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
30;552;25;91208;-1.732283;29.242883;0;160;155.48;TC081409_25.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
30;553;26;91208;-1.732233;29.242733;0;160;174.1;TC081409_26.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
30;554;28;91208;-1.732133;29.24285;0;160;156.75;TC081409_28.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
30;555;29;91208;-1.732217;29.242817;0;160;156.95;TC081409_29.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
31;556;2;91223;-1.72723;29.2389;42;200;196.08;TC231844_2.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
31;557;3;91223;-1.7267;29.23938;49;320;313.31;TC231844_3.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
31;558;4;91223;-1.72659;29.23881;37;200;195.27;TC231844_4.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
31;559;5;91223;-1.73215;29.24283;0;200;196.06;TC231844_5.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
31;560;6;91223;-1.73222;29.24277;0;200;196.45;TC231844_6.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
31;561;7;91223;-1.7323;29.24277;0;200;195.75;TC231844_7.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
31;562;9;91223;-1.72841;29.2403;504;200;195.74;TC231844_9.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
31;563;11;91223;-1.72908;29.23947;507;200;195.99;TC231844_11.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
31;564;12;91223;-1.72795;29.24123;505;200;196.45;TC231844_12.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
31;565;13;91223;-1.72958;29.24224;298;200;156.61;TC231844_13.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
31;566;14;91223;-1.73013;29.24133;280;200;156.53;TC231844_14.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
31;567;15;91223;-1.73071;29.24048;306;200;154.78;TC231844_15.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
31;568;16;91223;-1.73098;29.24098;248;60;56.43;TC231844_16.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
32;569;1;100120;-2.07568;29.20193;0;400;373.55;U1251452_1.TOB;Near Plant Monitoring/2010;8.88;10.27;5.88
32;570;2;100120;-2.07563;29.19454;816;400;364.46;U1251452_2.TOB;Near Plant Monitoring/2010;8.88;10.27;5.88
32;571;3;100120;-2.08053;29.19648;822;400;364.98;U1251452_3.TOB;Near Plant Monitoring/2010;8.88;10.27;5.88
32;572;4;100120;-2.0753;29.21011;887;400;372;U1251452_4.TOB;Near Plant Monitoring/2010;8.88;10.27;5.88
32;573;5;100120;-2.06787;29.20177;840;400;377.96;U1251452_5.TOB;Near Plant Monitoring/2010;8.88;10.27;5.88
33;574;3;100204;-1.7279;29.2464;827.5;80;79.29;U2041334_3.TOB;Near Plant Monitoring/2010;8.9;10.31;5.72
33;575;7;100204;-1.72799;29.23963;156.5;160;157.04;U2041334_7.TOB;Near Plant Monitoring/2010;8.9;10.31;5.72
33;576;8;100204;-1.72759;29.24045;184;160;155.88;U2041334_8.TOB;Near Plant Monitoring/2010;8.9;10.31;5.72
33;577;9;100204;-1.72703;29.24121;233.25;160;156.37;U2041334_9.TOB;Near Plant Monitoring/2010;8.9;10.31;5.72
33;578;10;100204;-1.72853;29.23895;203.5;160;156.68;U2041334_10.TOB;Near Plant Monitoring/2010;8.9;10.31;5.72
33;579;11;100204;-1.7292;29.23837;286;160;156.44;U2041334_11.TOB;Near Plant Monitoring/2010;8.9;10.31;5.72
33;580;12;100204;-1.72888;29.24073;306.6;160;155.28;U2041334_12.TOB;Near Plant Monitoring/2010;8.9;10.31;5.72
33;581;13;100204;-1.72844;29.24124;342.3;160;155.64;U2041334_13.TOB;Near Plant Monitoring/2010;8.9;10.31;5.72
33;582;15;100204;-1.72792;29.24238;396.6;160;157.31;U2041334_15.TOB;Near Plant Monitoring/2010;8.9;10.31;5.72
33;583;17;100204;-1.72919;29.23986;285;160;155.31;U2041334_17.TOB;Near Plant Monitoring/2010;8.9;10.31;5.72
33;584;18;100204;-1.72981;29.23919;335.9;160;156.66;U2041334_3.TOB;Near Plant Monitoring/2010;8.9;10.31;5.72
33;585;20;100204;-1.72979;29.24169;452.5;160;155.38;U2041334_20.TOB;Near Plant Monitoring/2010;8.9;10.31;5.72
33;586;21;100204;-1.72928;29.24249;473.15;160;156.08;U2041334_21.TOB;Near Plant Monitoring/2010;8.9;10.31;5.72
33;587;22;100204;-1.7286;29.24313;500.7;160;155.58;U2041334_22.TOB;Near Plant Monitoring/2010;8.9;10.31;5.72
33;588;23;100204;-1.73037;29.24094;452.5;160;156.17;U2041334_23.TOB;Near Plant Monitoring/2010;8.9;10.31;5.72
33;589;24;100204;-1.73087;29.24023;462.5;160;156.72;U2041334_24.TOB;Near Plant Monitoring/2010;8.9;10.31;5.72
33;590;25;100204;-1.73245;29.24278;0;160;157.23;U2041334_25.TOB;Near Plant Monitoring/2010;8.9;10.31;5.72
33;591;26;100204;-1.73222;29.24277;0;160;156.99;U2041334_26.TOB;Near Plant Monitoring/2010;8.9;10.31;5.72
33;592;27;100204;-1.73213;29.24283;0;160;157.38;U2041334_27.TOB;Near Plant Monitoring/2010;8.9;10.31;5.72
33;593;29;100204;-1.73218;29.24287;0;160;157.14;U2041334_29.TOB;Near Plant Monitoring/2010;8.9;10.31;5.72
34;594;4;100218;-1.73071;29.24716;507;160;156.88;U2181313_4.TOB;Near Plant Monitoring/2010;8.94;10.33;5.76
34;595;5;100218;-1.73271;29.2473;500.6;160;155.72;U2181313_5.TOB;Near Plant Monitoring/2010;8.94;10.33;5.76
34;596;6;100218;-1.73458;29.24663;500;160;156.32;U2181313_6.TOB;Near Plant Monitoring/2010;8.94;10.33;5.76
34;597;7;100218;-1.73598;29.24537;508.5;160;156.74;U2181313_7.TOB;Near Plant Monitoring/2010;8.94;10.33;5.76
34;598;8;100218;-1.73661;29.24374;503;160;154.09;U2181313_8.TOB;Near Plant Monitoring/2010;8.94;10.33;5.76
34;599;10;100218;-1.73648;29.24204;487.5;160;154.87;U2181313_10.TOB;Near Plant Monitoring/2010;8.94;10.33;5.76
34;600;11;100218;-1.73581;29.24045;484.5;160;154.96;U2181313_11.TOB;Near Plant Monitoring/2010;8.94;10.33;5.76
34;601;12;100218;-1.73448;29.23906;492.9;160;153.33;U2181313_12.TOB;Near Plant Monitoring/2010;8.94;10.33;5.76
34;602;13;100218;-1.7326;29.23845;493.5;160;158.89;U2181313_13.TOB;Near Plant Monitoring/2010;8.94;10.33;5.76
34;603;14;100218;-1.73074;29.23868;489.5;160;151.82;U2181313_14.TOB;Near Plant Monitoring/2010;8.94;10.33;5.76
34;604;15;100218;-1.72895;29.23951;514.5;160;152.59;U2181313_15.TOB;Near Plant Monitoring/2010;8.94;10.33;5.76
34;605;16;100218;-1.7279;29.24105;513.5;160;155.29;U2181313_16.TOB;Near Plant Monitoring/2010;8.94;10.33;5.76
34;606;17;100218;-1.7277;29.24298;497;160;147.7;U2181313_17.TOB;Near Plant Monitoring/2010;8.94;10.33;5.76
34;607;19;100218;-1.72797;29.24493;523;160;151.72;U2181313_19.TOB;Near Plant Monitoring/2010;8.94;10.33;5.76
34;608;20;100218;-1.72893;29.24626;524.5;160;154.14;U2181313_20.TOB;Near Plant Monitoring/2010;8.94;10.33;5.76
34;609;21;100218;-1.73218;29.24288;0;160;156.68;U2181313_21.TOB;Near Plant Monitoring/2010;8.94;10.33;5.76
34;610;22;100218;-1.7323;29.24284;0;160;156.85;U2181313_22.TOB;Near Plant Monitoring/2010;8.94;10.33;5.76
34;611;23;100218;-1.73218;29.24283;0;160;157.26;U2181313_23.TOB;Near Plant Monitoring/2010;8.94;10.33;5.76
34;612;24;100218;-1.73212;29.24283;0;160;155.85;U2181313_24.TOB;Near Plant Monitoring/2010;8.94;10.33;5.76
34;613;26;100218;-1.73071;29.24481;273;80;77.32;U2181313_26.TOB;Near Plant Monitoring/2010;8.94;10.33;5.76
35;614;3;100316;-1.73118;29.24907;700.6;160;153.78;U3161308_3.TOB;Near Plant Monitoring/2010;8.97;10.31;5.78
35;615;4;100316;-1.73335;29.24905;703.5;160;154.18;U3161308_4.TOB;Near Plant Monitoring/2010;8.97;10.31;5.78
35;616;5;100316;-1.73539;29.24828;704.05;160;156.98;U3161308_5.TOB;Near Plant Monitoring/2010;8.97;10.31;5.78
35;617;6;100316;-1.73715;29.2468;707.6;160;157.31;U3161308_6.TOB;Near Plant Monitoring/2010;8.97;10.31;5.78
35;618;7;100316;-1.73823;29.24471;706;160;155.45;U3161308_7.TOB;Near Plant Monitoring/2010;8.97;10.31;5.78
35;619;8;100316;-1.73862;29.24236;717.7;160;154.1;U3161308_8.TOB;Near Plant Monitoring/2010;8.97;10.31;5.78
35;620;10;100316;-1.73784;29.24021;695.85;160;155.33;U3161308_10.TOB;Near Plant Monitoring/2010;8.97;10.31;5.78
35;621;11;100316;-1.73671;29.23833;711;160;154.72;U3161308_11.TOB;Near Plant Monitoring/2010;8.97;10.31;5.78
35;622;12;100316;-1.73473;29.23707;701.6;160;154.96;U3161308_12.TOB;Near Plant Monitoring/2010;8.97;10.31;5.78
35;623;13;100316;-1.7324;29.23658;696.1;160;156.08;U3161308_13.TOB;Near Plant Monitoring/2010;8.97;10.31;5.78
35;624;14;100316;-1.73015;29.2369;699;160;156.3;U3161308_14.TOB;Near Plant Monitoring/2010;8.97;10.31;5.78
35;625;15;100316;-1.72829;29.23801;689.55;160;156.06;U3161308_15.TOB;Near Plant Monitoring/2010;8.97;10.31;5.78
35;626;16;100316;-1.7268;29.23965;697.7;160;155.47;U3161308_16.TOB;Near Plant Monitoring/2010;8.97;10.31;5.78
35;627;18;100316;-1.72593;29.24198;701.55;160;152.56;U3161308_18.TOB;Near Plant Monitoring/2010;8.97;10.31;5.78
35;628;19;100316;-1.72592;29.24428;713.35;160;154.56;U3161308_19.TOB;Near Plant Monitoring/2010;8.97;10.31;5.78
35;629;20;100316;-1.72692;29.24627;698.65;160;153.16;U3161308_20.TOB;Near Plant Monitoring/2010;8.97;10.31;5.78
35;630;21;100316;-1.72854;29.24793;694.6;160;154.92;U3161308_21.TOB;Near Plant Monitoring/2010;8.97;10.31;5.78
35;631;22;100316;-1.73038;29.24291;0;160;157.04;U3161308_22.TOB;Near Plant Monitoring/2010;8.97;10.31;5.78
35;632;23;100316;-1.73233;29.24279;0;160;153.97;U3161308_23.TOB;Near Plant Monitoring/2010;8.97;10.31;5.78
35;633;24;100316;-1.73221;29.24271;0;160;157.18;U3161308_24.TOB;Near Plant Monitoring/2010;8.97;10.31;5.78
35;634;25;100316;-1.73211;29.24277;0;160;156.61;U3161308_25.TOB;Near Plant Monitoring/2010;8.97;10.31;5.78
35;635;26;100316;-1.72906;29.24847;709.5;80;88.87;U3161308_26.TOB;Near Plant Monitoring/2010;8.97;10.31;5.78
36;636;2;100421;-1.73069;29.24684;482.3;160;155.91;U4211239_2.TOB;Near Plant Monitoring/2010;8.9;;5.87
36;637;3;100421;-1.73243;29.24738;506.5;160;156.77;U4211239_3.TOB;Near Plant Monitoring/2010;8.9;;5.87
36;638;4;100421;-1.73424;29.24698;513.75;160;155.8;U4211239_4.TOB;Near Plant Monitoring/2010;8.9;;5.87
36;639;5;100421;-1.73558;29.2459;509;160;156.45;U4211239_5.TOB;Near Plant Monitoring/2010;8.9;;5.87
36;640;7;100421;-1.73658;29.24428;511;160;157.42;U4211239_7.TOB;Near Plant Monitoring/2010;8.9;;5.87
36;641;8;100421;-1.73668;29.24246;501.05;160;157.25;U4211239_8.TOB;Near Plant Monitoring/2010;8.9;;5.87
36;642;9;100421;-1.73617;29.24083;496.75;160;157.27;U4211239_9.TOB;Near Plant Monitoring/2010;8.9;;5.87
36;643;10;100421;-1.735;29.23934;499;160;157.27;U4211239_10.TOB;Near Plant Monitoring/2010;8.9;;5.87
36;644;11;100421;-1.73298;29.23856;492.5;160;155.63;U4211239_11.TOB;Near Plant Monitoring/2010;8.9;;5.87
36;645;12;100421;-1.73161;29.23859;479.5;160;157.18;U4211239_12.TOB;Near Plant Monitoring/2010;8.9;;5.87
36;646;13;100421;-1.73014;29.23913;475;160;156.93;U4211239_13.TOB;Near Plant Monitoring/2010;8.9;;5.87
36;647;14;100421;-1.72859;29.24034;487;160;157.72;U4211239_14.TOB;Near Plant Monitoring/2010;8.9;;5.87
36;648;15;100421;-1.72773;29.2423;497.55;160;157.27;U4211239_15.TOB;Near Plant Monitoring/2010;8.9;;5.87
36;649;16;100421;-1.72794;29.24421;492.9;160;157.4;U4211239_16.TOB;Near Plant Monitoring/2010;8.9;;5.87
36;650;17;100421;-1.72888;29.24618;509;160;157.22;U4211239_17.TOB;Near Plant Monitoring/2010;8.9;;5.87
36;651;18;100421;-1.72868;29.24827;717.95;80;78.93;U4211239_18.TOB;Near Plant Monitoring/2010;8.9;;5.87
37;652;4;100427;-2.07594;29.20233;0;378;374.07;U5020947_4.TOB;Near Plant Monitoring/2010;8.92;11.2;5.79
37;653;5;100427;-2.07553;29.19448;838;364;365.4;U5020947_5.TOB;Near Plant Monitoring/2010;8.92;11.2;5.79
37;654;6;100427;-2.06745;29.19508;1017;375;374.51;U5020947_6.TOB;Near Plant Monitoring/2010;8.92;11.2;5.79
37;655;7;100427;-2.0678;29.20229;832;382;370.78;U5020947_7.TOB;Near Plant Monitoring/2010;8.92;11.2;5.79
37;656;8;100427;-2.06774;29.21038;1026;379;367.68;U5020947_8.TOB;Near Plant Monitoring/2010;8.92;11.2;5.79
37;657;9;100427;-2.07546;29.21053;1010;380;371.86;U5020947_9.TOB;Near Plant Monitoring/2010;8.92;11.2;5.79
38;658;3;100524;-1.72521;29.24083;300.15;160;157.2;U5241335_3.TOB;Near Plant Monitoring/2010;8.9;;5.79
38;659;4;100524;-1.72434;29.24067;297;160;157.37;U5241335_4.TOB;Near Plant Monitoring/2010;8.9;;5.79
38;660;5;100524;-1.7235;29.24028;302.7;160;157.32;U5241335_5.TOB;Near Plant Monitoring/2010;8.9;;5.79
38;661;6;100524;-1.72288;29.23957;302;160;157.12;U5241335_6.TOB;Near Plant Monitoring/2010;8.9;;5.79
38;662;7;100524;-1.72254;29.23859;299;160;157.28;U5241335_7.TOB;Near Plant Monitoring/2010;8.9;;5.79
38;663;9;100524;-1.72258;29.23768;295.5;160;156.82;U5241335_9.TOB;Near Plant Monitoring/2010;8.9;;5.79
38;664;10;100524;-1.72285;29.23683;296;160;154.87;U5241335_10.TOB;Near Plant Monitoring/2010;8.9;;5.79
38;665;11;100524;-1.72337;29.23628;289.35;160;155.76;U5241335_11.TOB;Near Plant Monitoring/2010;8.9;;5.79
38;666;12;100524;-1.7241;29.23711;289.5;160;155.42;U5241335_12.TOB;Near Plant Monitoring/2010;8.9;;5.79
38;667;13;100524;-1.72563;29.2356;285.5;160;152.21;U5241335_13.TOB;Near Plant Monitoring/2010;8.9;;5.79
38;668;14;100524;-1.72584;29.23563;290.5;160;154.66;U5241335_14.TOB;Near Plant Monitoring/2010;8.9;;5.79
38;669;16;100524;-1.72673;29.23601;292;160;157.49;U5241335_15.TOB;Near Plant Monitoring/2010;8.9;;5.79
38;670;17;100524;-1.72723;29.23672;302.5;160;152.07;U5241335_17.TOB;Near Plant Monitoring/2010;8.9;;5.79
38;671;18;100524;-1.72797;29.23772;314;160;155.63;U5241335_18.TOB;Near Plant Monitoring/2010;8.9;;5.79
38;672;19;100524;-1.72781;29.23887;302.5;160;151.84;U5241335_19.TOB;Near Plant Monitoring/2010;8.9;;5.79
38;673;20;100524;-1.72743;29.23984;308.5;160;155.21;U5241335_20.TOB;Near Plant Monitoring/2010;8.9;;5.79
38;674;21;100524;-1.72676;29.2406;310;160;154.47;U5241335_21.TOB;Near Plant Monitoring/2010;8.9;;5.79
39;675;2;100628;-1.72845;29.24104;492;160;156.82;U6281433_2.TOB;Near Plant Monitoring/2010;8.9;;5.73
39;676;3;100628;-1.73065;29.24323;825;160;156.86;U6281433_3.TOB;Near Plant Monitoring/2010;8.9;;5.73
39;677;4;100628;-1.73038;29.24503;979;160;157.28;U6281433_4.TOB;Near Plant Monitoring/2010;8.9;;5.73
39;678;5;100628;-1.73058;29.24128;706;160;156.39;U6281433_5.TOB;Near Plant Monitoring/2010;8.9;;5.73
39;679;6;100628;-1.7309;29.23958;670;160;155.84;U6281433_6.TOB;Near Plant Monitoring/2010;8.9;;5.73
39;680;7;100628;-1.73374;29.24139;997;160;156.47;U6281433_7.TOB;Near Plant Monitoring/2010;8.9;;5.73
39;681;8;100628;-1.73308;29.24317;1004;160;157.06;U6281433_8.TOB;Near Plant Monitoring/2010;8.9;;5.73
39;682;9;100628;-1.73228;29.24488;1009;160;157.84;U6281433_9.TOB;Near Plant Monitoring/2010;8.9;;5.73
39;683;10;100628;-1.73091;29.24646;1018;160;157.27;U6281433_10.TOB;Near Plant Monitoring/2010;8.9;;5.73
39;684;11;100628;-1.7261;29.24403;670;160;156.92;U6281433_11.TOB;Near Plant Monitoring/2010;8.9;;5.73
39;685;12;100628;-1.72864;29.2375;388;160;157.91;U6281433_12.TOB;Near Plant Monitoring/2010;8.9;;5.73
39;686;13;100628;-1.72408;29.23562;295;160;156.46;U6281433_13.TOB;Near Plant Monitoring/2010;8.9;;5.73
39;687;14;100628;-1.72258;29.23795;289;160;157.3;U6281433_14.TOB;Near Plant Monitoring/2010;8.9;;5.73
39;688;15;100628;-1.72096;29.24067;532;160;156.21;U6281433_15.TOB;Near Plant Monitoring/2010;8.9;;5.73
40;689;3;100708;-1.72388;29.2391;1010;160;156.4;U7081625_3.TOB;Near Plant Monitoring/2010;8.7;;5.32
40;690;4;100708;-1.72568;29.23595;1055;160;156.21;U7081625_4.TOB;Near Plant Monitoring/2010;8.7;;5.32
40;691;5;100708;-1.72903;29.23409;1035;160;152.03;U7081625_5.TOB;Near Plant Monitoring/2010;8.7;;5.32
40;692;6;100708;-1.73229;29.23386;997;160;156.73;U7081625_4.TOB;Near Plant Monitoring/2010;8.7;;5.32
40;693;7;100708;-1.73602;29.23454;1015;160;154.21;U7081625_6.TOB;Near Plant Monitoring/2010;8.7;;5.32
40;694;8;100708;-1.73905;29.23697;1005;160;155.75;U7081625_8.TOB;Near Plant Monitoring/2010;8.7;;5.32
40;695;9;100708;-1.74095;29.24038;1024;160;154.61;U7081625_9.TOB;Near Plant Monitoring/2010;8.7;;5.32
40;696;10;100708;-1.74203;29.24419;1105;160;150.73;U7081625_10.TOB;Near Plant Monitoring/2010;8.7;;5.32
40;697;11;100708;-1.74265;29.24778;1013;160;151.14;U7081625_11.TOB;Near Plant Monitoring/2010;8.7;;5.32
40;698;12;100708;-1.7379;29.25023;1020;160;154.6;U7081625_12.TOB;Near Plant Monitoring/2010;8.7;;5.32
40;699;13;100708;-1.73473;29.25171;1029;160;152.32;U7081625_13.TOB;Near Plant Monitoring/2010;8.7;;5.32
40;700;14;100708;-1.73095;29.25212;1080;160;153.6;U7081625_14.TOB;Near Plant Monitoring/2010;8.7;;5.32
40;701;15;100708;-1.72767;29.25105;1020;160;155.8;U7081625_15.TOB;Near Plant Monitoring/2010;8.7;;5.32
40;702;17;100708;-1.72508;29.24856;1020;160;151.79;U7081625_17.TOB;Near Plant Monitoring/2010;8.7;;5.32
40;703;19;100708;-1.73219;29.24279;0;160;158.16;U7081625_19.TOB;Near Plant Monitoring/2010;8.7;;5.32
40;704;20;100708;-1.73223;29.24277;0;160;157.33;U7081625_20.TOB;Near Plant Monitoring/2010;8.7;;5.32
40;705;21;100708;-1.73228;29.24283;0;160;156.92;U7081625_21.TOB;Near Plant Monitoring/2010;8.7;;5.32
40;706;22;100708;-1.73222;29.2429;0;160;156.93;U7081625_22.TOB;Near Plant Monitoring/2010;8.7;;5.32
40;707;23;100708;-1.73228;29.24282;0;160;0.23;U7081625_23.TOB;Near Plant Monitoring/2010;8.7;;5.32
40;708;24;100708;-1.72304;29.24333;1020;160;155.51;U7081625_24.TOB;Near Plant Monitoring/2010;8.7;;5.32
41;709;7;100728;-1.74293;29.24114;1215;160;157.08;U7281445_7.TOB;Near Plant Monitoring/2010;6.83;;4.72
41;710;8;100728;-1.74298;29.24499;1225;160;157.98;U7281445_8.TOB;Near Plant Monitoring/2010;6.83;;4.72
41;711;9;100728;-1.74164;29.24858;1235;160;137.77;U7281445_9.TOB;Near Plant Monitoring/2010;6.83;;4.72
41;712;10;100728;-1.73898;29.25111;1195;160;151.62;U7281445_10.TOB;Near Plant Monitoring/2010;6.83;;4.72
41;713;11;100728;-1.73585;29.25302;1205;160;156.75;U7281445_11.TOB;Near Plant Monitoring/2010;6.83;;4.72
41;714;12;100728;-1.73228;29.2538;1220;160;156.55;U7281445_12.TOB;Near Plant Monitoring/2010;6.83;;4.72
41;715;13;100728;-1.72858;29.25319;1215;160;104.03;U7281445_13.TOB;Near Plant Monitoring/2010;6.83;;4.72
41;716;14;100728;-1.72543;29.25129;1205;160;156.87;U7281445_14.TOB;Near Plant Monitoring/2010;6.83;;4.72
41;717;15;100728;-1.7228;29.24848;1215;160;157.02;U7281445_15.TOB;Near Plant Monitoring/2010;6.83;;4.72
41;718;16;100728;-1.72171;29.24534;1200;160;156.92;U7281445_16.TOB;Near Plant Monitoring/2010;6.83;;4.72
41;719;17;100728;-1.72095;29.24185;1255;160;156.69;U7281445_17.TOB;Near Plant Monitoring/2010;6.83;;4.72
41;720;18;100728;-1.72219;29.23829;1220;160;156.76;U7281445_18.TOB;Near Plant Monitoring/2010;6.83;;4.72
41;721;19;100728;-1.72453;29.23515;1200;160;156.83;U7281445_19.TOB;Near Plant Monitoring/2010;6.83;;4.72
41;722;20;100728;-1.72769;29.23308;1200;160;156.99;U7281445_20.TOB;Near Plant Monitoring/2010;6.83;;4.72
41;723;21;100728;-1.73139;29.23191;1220;160;156.43;U7281445_21.TOB;Near Plant Monitoring/2010;6.83;;4.72
41;724;22;100728;-1.73214;29.24279;0;160;156.64;U7281445_22.TOB;Near Plant Monitoring/2010;6.83;;4.72
41;725;23;100728;-1.73222;29.24293;0;160;156.28;U7281445_23.TOB;Near Plant Monitoring/2010;6.83;;4.72
41;726;25;100728;-1.73231;29.24279;0;160;156.93;U7281445_7.TOB;Near Plant Monitoring/2010;6.83;;4.72
41;727;27;100728;-1.73223;29.24274;0;160;156.57;U7281445_27.TOB;Near Plant Monitoring/2010;6.83;;4.72
41;728;28;100728;-1.73045;29.24745;542;80;78.52;U7281445_28.TOB;Near Plant Monitoring/2010;6.83;;4.72
42;729;3;100825;-1.74064;29.23589;1220;160;156.86;U8251637_3.TOB;Near Plant Monitoring/2010;5.9;;4.45
42;730;4;100825;-1.74256;29.23938;1215;160;157.04;U8251637_4.TOB;Near Plant Monitoring/2010;5.9;;4.45
42;731;5;100825;-1.74296;29.24328;1205;160;156.76;U8251637_5.TOB;Near Plant Monitoring/2010;5.9;;4.45
42;732;7;100825;-1.74238;29.25538;1230;160;145.77;U8251637_7.TOB;Near Plant Monitoring/2010;5.9;;4.45
42;733;8;100825;-1.74037;29.25005;1215;160;156.51;U8251637_8.TOB;Near Plant Monitoring/2010;5.9;;4.45
42;734;9;100825;-1.73767;29.25246;1230;160;156.8;U8251637_9.TOB;Near Plant Monitoring/2010;5.9;;4.45
42;735;10;100825;-1.73362;29.25371;1215;160;156.85;U8251637_10.TOB;Near Plant Monitoring/2010;5.9;;4.45
42;736;11;100825;-1.72988;29.25344;1210;160;121.45;U8251637_11.TOB;Near Plant Monitoring/2010;5.9;;4.45
42;737;13;100825;-1.726;29.25171;1205;160;157.1;U8251637_13.TOB;Near Plant Monitoring/2010;5.9;;4.45
42;738;14;100825;-1.7235;29.24947;1210;160;156.96;U8251637_14.TOB;Near Plant Monitoring/2010;5.9;;4.45
42;739;15;100825;-1.72212;29.24608;1185;160;156.89;U8251637_15.TOB;Near Plant Monitoring/2010;5.9;;4.45
42;740;16;100825;-1.7215;29.24229;1195;160;157.12;U8251637_16.TOB;Near Plant Monitoring/2010;5.9;;4.45
42;741;17;100825;-1.72233;29.23863;1205;160;157.32;U8251637_17.TOB;Near Plant Monitoring/2010;5.9;;4.45
42;742;18;100825;-1.72468;29.23501;1205;160;157.35;U8251637_18.TOB;Near Plant Monitoring/2010;5.9;;4.45
42;743;19;100825;-1.72845;29.2326;1215;160;156.09;U8251637_19.TOB;Near Plant Monitoring/2010;5.9;;4.45
42;744;20;100825;-1.73309;29.24033;1230;160;156.01;U8251637_20.TOB;Near Plant Monitoring/2010;5.9;;4.45
42;745;21;100825;-1.73788;29.23343;1230;160;154.17;U8251637_21.TOB;Near Plant Monitoring/2010;5.9;;4.45
42;746;22;100825;-1.73685;29.23558;965;80;79.91;U8251637_22.TOB;Near Plant Monitoring/2010;5.9;;4.45
42;747;24;100825;-1.73217;29.24298;0;160;172.01;U8251637_24.TOB;Near Plant Monitoring/2010;5.9;;4.45
42;748;26;100825;-1.73243;29.2427;0;160;156.99;U8251637_26.TOB;Near Plant Monitoring/2010;5.9;;4.45
42;749;27;100825;-1.7322;29.2427;0;160;157.17;U8251637_27.TOB;Near Plant Monitoring/2010;5.9;;4.45
